Station_Name,total_trains,unique_trains
UNHEL,12,12
NANDANI LAGU,12,12
NANAUTA,12,12
NANAKSAR,12,12
KADIRI,12,12
BIKRAM GANJ,12,12
AITHAL,12,12
DUBAHA,12,12
DR SHRI KRIS,12,12
REWRAL,12,12
PASUPATIKOVI,12,12
PASRAHA,12,12
KALMITAR,12,12
KAMNARA,12,12
BELURMATH,12,12
BELSIRI,12,12
CHACHER,12,12
MUNIRABAD,12,12
HOSDURGA ROA,12,12
BARWALA,12,12
HONNAVALLI R,12,12
SALCHAPRA,12,12
SALAWAS,12,12
VARANGAON,12,12
SANTROAD,12,12
GOLDEENGANJ,12,12
KATAREAH,12,12
KADALUNDI,12,12
KADAKOLA,12,12
KAITHAL,12,12
AMARUN,12,12
GOKAK ROAD,12,12
RAMANNAPET,12,12
THAKURGANJ,12,12
BASHARATGANJ,12,12
KAJORA GRAM,12,12
KAITHALKUCHI,12,12
UPPAL,12,12
UNJALUR,12,12
HUGRAJULI,12,12
HIMMATANA,12,12
KALAS,12,12
KALANWALI,12,12
NAI KHERI,12,12
D.A.V. COLLE,12,12
BHATAR,12,12
BHARUR HALT,12,12
SANGANNAPUR,12,12
KATNI SOUTH,12,12
MANNARGUDI,12,12
LAKHEWALI,12,12
ASIFABAD ROA,12,12
NAHARKATIYA,12,12
NAGROTA,12,12
NAGRA DHAM P,12,12
KAKORI,12,12
SONUA,12,12
CHAKMAKRAND,12,12
CHAK SIKANDA,12,12
AKALKOT ROAD,12,12
AJITWAL,12,12
KAJRI,12,12
MASAIPET,12,12
MARWAR BHINM,12,12
MARTUR,12,12
KATHA JORI,12,12
RANIWARA,12,12
RANITAL,12,12
RANGAPURAM,12,12
GILL,12,12
GIDARPINDI,12,12
RAMPURA BERI,12,12
NAGBHIR,12,12
SONDAD,12,12
CHUDA,12,12
BALGONA,12,12
BHAIRANAYAKA,12,12
MUSTABADA,12,12
TENGANMADA,12,12
TELO,12,12
METTUPALAIYA,12,12
REOTI BAHORA,12,12
KASTHA,12,12
BALPUR,12,12
MEGHRAJPURA,12,12
CHINPAI,12,12
CHINNNABABU,12,12
CHINNASALEM,12,12
GHUTKU,12,12
ASALODA,12,12
ASAFPUR,12,12
PARMANANDPUR,12,12
KALIYAGANJ,12,12
MURTIHA,12,12
MURLIGANJ,12,12
URGA,12,12
GAUSHALA F,12,12
RELANGI,12,12
RECHNI ROAD,12,12
GATRA HALT,12,12
GARRA,12,12
RISHIKESH,12,12
KARUKUTTY,12,12
BHATISUDA,12,12
CHURK,12,12
BHANWAR TONK,12,12
MIANPUR,12,12
KARJANA GRAM,12,12
KARJANA,12,12
LADHUKA,12,12
ETTIMADAI,12,12
ARAVALLI,12,12
SALKA ROAD,12,12
LACHMIPUR HA,12,12
KOTDWARA,12,12
BALLE-DA-PIR,12,12
KAREPALLI JN,12,12
KARENGI,12,12
RAVTHA ROAD,12,12
ASHOKAPURAM,12,12
ASHAPURA GOM,12,12
BHARATGARH,12,12
RUPBAS,12,12
RUPAUND,12,12
GANGAGANJ,12,12
GANDHIPURAM,12,12
MORANHAT,12,12
MOLISAR,12,12
DARAULI,12,12
BALAGHAT JN.,12,12
VADGAON NILA,12,12
DARASURAM,12,12
WARASEONI,12,12
WALAYAR,12,12
TITTE,12,12
TODIYAPPULAM,12,12
BIRLANAGAR,12,12
PAROR,12,12
KRISHNA CHAN,12,12
BIRAMDIH,12,12
KUMBALAM,12,12
PARSA,12,12
BARA-GOPAL,12,12
BARA JAMADA,12,12
BHIND,12,12
SRI KRISHNA,12,12
SRI BALABRAH,12,12
SORUPETA,12,12
SORON SHUKAR,12,12
LAKHO,12,12
KOTALA HALT,12,12
BARABAMBO,12,12
SAMBHAR LAKE,12,12
BIRARAJPUR,11,11
KARIM NAGAR,11,11
GHAGWAL,11,11
SAMLOTI,11,11
SAMBHUPURA,11,11
SAMALPATTI,11,11
SALWA,11,11
COOPERS HALT,11,11
SANCHI,11,11
SANAND,11,11
MEDAPADU,11,11
BRINDABANPUR,11,11
SANGARIYA,11,11
RAMNATHPUR,11,11
KAILSA,11,11
GOKARNA ROAD,11,11
NAMAKKAL,11,11
SAKHPUR,11,11
DUMKA,11,11
KAFURPUR,11,11
SARAGAON ROA,11,11
DUDWINDI,11,11
BARI BRAHMAN,11,11
VAREDIA,11,11
RAJULA ROAD,11,11
BHAINI KHURD,11,11
NAVAPUR,11,11
MANJURI ROAD,11,11
MANDI DABWAL,11,11
BILGA,11,11
RAJAPUR ROAD,11,11
MANANI,11,11
RAIPUR HARYA,11,11
GOVINDPUR PH,11,11
CHORVAD,11,11
BAHJOI,11,11
GOSAINGRAM,11,11
BIKKAVOLU,11,11
SAVALYAPURAM,11,11
DIGARU,11,11
UNGUTURU,11,11
BIKNAPH,11,11
BARGAWAN,11,11
MAKRONIA,11,11
KHANNA BANJA,11,11
NERGUNDI JN.,11,11
NEMA HALT,11,11
VAIBHAVWADI,11,11
MILAVITTAN,11,11
GARIVIDI,11,11
GUNDRATIMADU,11,11
MAI HALT,11,11
MAHUVA,11,11
MAHBUB NAGAR,11,11
BANDAKPUR,11,11
CHAMUNDA MAR,11,11
CHHABRAGUGOR,11,11
NISOI,11,11
AMIN,11,11
KHETA SARAI,11,11
MAHADANAPURA,11,11
TIPPAPUR HAL,11,11
NIYAZIPUR HA,11,11
MISHRAULI,11,11
KARAILA ROAD,11,11
GANGAGHAT,11,11
HAMIRATTI PH,11,11
NURMAHAL,11,11
NUDURUPADU,11,11
BAYTU,11,11
NOBANDA PH,11,11
SIGADAM,11,11
DHAPARA DHAM,11,11
HAKIMPUR,11,11
PETTAIVAYTAL,11,11
PACHOR ROAD,11,11
DHANOLI,11,11
LODIPUR BISH,11,11
KITA,11,11
UTTUKULI,11,11
KOHAND HALT,11,11
LANKALAKODER,11,11
LALPUR JAM,11,11
PALAPPURAM H,11,11
BAZIDA JATAN,11,11
JAHANABAD  C,11,11
PENUMARRU HA,11,11
PALLEVADA,11,11
BELBONI PH,11,11
SONAMUKHI PH,11,11
KORAI HALT,11,11
BELIATOR PH,11,11
BHITONI,11,11
SUBARNAMRIGI,11,11
BABARPUR,11,11
CHITYALA,11,11
CHITTERI,11,11
GANESHGANJ,11,11
MONGHYR,11,11
BINDKI ROAD,11,11
YERPEDU,10,10
BINDUKURI,10,10
SRIPUR HALT,10,10
SRIVENKATESW,10,10
TOLAHUNSE,10,10
TODARPUR,10,10
BADDOWAL,10,10
BADARWAS,10,10
BARABAR HALT,10,10
KOTTAPALLI H,10,10
BISRA,10,10
BISHRAMPUR,10,10
BISHNATH GAN,10,10
BISALPUR,10,10
VRINDAVAN,10,10
VRINDABAN RO,10,10
KURGUNTA,10,10
LAHLI,10,10
PARVEZPUR,10,10
PARSAUNI,10,10
KANJIA,10,10
MULAGUNNATHU,10,10
MOKHASA KALA,10,10
SAFDARGANJ,10,10
GAJUWALA HAL,10,10
SADULSHAHAR,10,10
SABIRA,10,10
MOHOL,10,10
CHODIALA,10,10
RUPSIBARI,10,10
RUPAMAU,10,10
BYADARA HALL,10,10
BUTEWALA,10,10
BUTARI,10,10
USMANPUR,10,10
KANDWAL,10,10
GANI DHAM HA,10,10
ROMPALLE PH,10,10
CHINGAVANAM,10,10
MUKKALI HALT,10,10
MUKETASHWAR,10,10
MUHAMMADPUR,10,10
BARWA SAGAR,10,10
BARWA KALAN,10,10
FEROZESHAH,10,10
MITHAPUR,10,10
MITAWAL,10,10
RUNNIASAIDPU,10,10
GANGAJHARI,10,10
RUKMAPUR,10,10
RORANWALA,10,10
KANKI,10,10
VALAPATTANAM,10,10
CHIRMIRI,10,10
CHIRAILLA PA,10,10
TATIBAHAR,10,10
MUNDIKOTA,10,10
MUNDERWA,10,10
MULMARORA,10,10
MULLURCARAI,10,10
TANGRA,10,10
BHOWRA BH,10,10
BHOPATPUR,10,10
CHOUTH-KA-BA,10,10
BUNIYADPUR,10,10
MIRANPUR KAT,10,10
SAITHAL (HAL,10,10
SAINTALA,10,10
KAMASAMUDRAM,10,10
CHAK PAKHEWA,10,10
CHAK BANWALA,10,10
CHABUA,10,10
CAUVERY,10,10
MUNUMAKA,10,10
BASAI,10,10
GAZULAPALLI,10,10
SALAKATI,10,10
SAKTESGARH,10,10
FATEHGARH SA,10,10
TAPANG,10,10
KARDI,10,10
MILANGARH,10,10
MILAK,10,10
VALAVANUR HA,10,10
BHANKALA,10,10
BALLEKERE,10,10
BHANJPUR,10,10
SALIYAMANGAL,10,10
SALEM TOWN,10,10
BALIPARA,10,10
KALLURU,10,10
KALLAYI,10,10
MURUKKAMPUZH,10,10
MURKEONG SEL,10,10
MURI BAHAL,10,10
KALIJAI,10,10
GAZOLE,10,10
RAYANAPADU,10,10
GARUDABILLI,10,10
REOTI,10,10
RATIKHEDA,10,10
RATANPURA,10,10
GHORASAHAN,10,10
GHOGRAPAR,10,10
GHAZIPUR GHA,10,10
RASIPURAM,10,10
KALCHINI,10,10
KALAYAT,10,10
NADAPURAM RO,10,10
NABA GRAM KA,10,10
MUTTARASANAL,10,10
KARNA,10,10
MERAMANDOLI,10,10
ELAMANUR,10,10
SALUR,10,10
ARGUL,10,10
TELAM,10,10
RAOTI,10,10
CHAKKALI LAI,10,10
CHAKDAYALA,10,10
AJIT GILL MA,10,10
BASSI PATHAN,10,10
MAYANOOR,10,10
MAVELIPALAIY,10,10
TANDAVAPURA,10,10
TAMKUHI ROAD,10,10
TALMADLA,10,10
TALLI SAIDA,10,10
AIGAWAN,10,10
BUDDIREDDIPP,10,10
BALIAKHERI,10,10
BHAIRONGARH,10,10
RANJANI,10,10
GIRDIH,10,10
BAIKUNTHPUR,10,10
KALAMASSERI,10,10
NAGARI,10,10
NAIKOT F,10,10
VALMIKINAGAR,10,10
VALLATTOLNAG,10,10
MAU AIMMA,10,10
AMBIKAPUR,10,10
D.A.V.COLLEG,10,10
SANEH ROAD,10,10
EKANGAR SARA,10,10
KASHIPURA SA,10,10
MEENAPUR,10,10
TELAPROLU,10,10
GOHPUR,10,10
GOGI POTHIA,10,10
GOGAMUKH,10,10
GODAMGURA,10,10
NAGRAKATA,10,10
BAJPATTI,10,10
MASIT,10,10
BAROG,10,10
BARKUR,10,10
BARKISALAIYA,10,10
KATANGI,10,10
MASANI,10,10
MARWAR MUNDW,10,10
BARPATHAR,10,10
SANKARANKOVI,10,10
BRUNDAMAL,10,10
GOLABAI,10,10
RAMAPURAM,10,10
THAKURBARI,10,10
KAHILIA,10,10
NAMRUP,10,10
NAKSALBARI,10,10
BHATIA,10,10
BHARWARI,10,10
DURGACHAK TO,10,10
MARAHRA,10,10
MANYAM KONDA,10,10
MANWAL,10,10
KATORA,10,10
MASNADIH,10,10
RAMNAGAR(J-K,10,10
RAMKOLA,10,10
RAMAGIRI,10,10
RAM CHAURA R,10,10
BHAGIRATHPUR,10,10
BIJAURIA,10,10
UPPALA,10,10
SAONGI,10,10
SANTAMGALUR,10,10
ARALVAYMOLI,10,10
ARALAGUPPE,10,10
AJHAI,10,10
SANJHA H,10,10
NAMTIALI,10,10
KADIYAM,10,10
KADAYANALLUR,10,10
KAIPADAR ROA,10,10
UPPALAVAI,10,10
RAJGHAT NARO,10,10
THANESAR CIT,10,10
KACHHLA,10,10
KACHEWANI,10,10
BAHMNIWALA,10,10
BRAR SQUARE,10,10
BAMLA,10,10
MANKARAI,10,10
DUDAHI,10,10
SARAI KANSRA,10,10
SARAI,10,10
DULIAJAN,10,10
MANNANUR,10,10
AMARGARH,10,10
AMARAVILLA H,10,10
RAMAN,10,10
NARAYANAPPAV,10,10
NARASINGAPAL,10,10
KAURAH,10,10
MANDRAK,10,10
MANDIDEEP,10,10
KENDRAPARA R,10,10
KEM,10,10
AMBASSA,10,10
CHHULHA,10,10
THAKURTOLA P,10,10
THAKURKUCHI,10,10
RAJAPALAYAM,10,10
NARAINA VIHA,10,10
NARAINA,10,10
NARAIKKINAR,10,10
JUNNORDEO,10,10
KHAI PHEMEKI,10,10
TALALA JN,10,10
TALAKHAJURI,10,10
TALAIYUTHU,10,10
SARDARNAGAR,10,10
SARDAR PATEL,10,10
SARBAHARA,10,10
DUDHIA KHURD,10,10
DONKINAVALAS,10,10
SAROJINI NAG,10,10
SARLA,10,10
SARKHEJ,10,10
BARHAN JN.,10,10
RAISI,10,10
GOVINDPUR RO,10,10
JORHAT TOWN,10,10
JIYAPURAM HA,10,10
JIWA ARAIN,10,10
JIND CITY,10,10
JIMIDIPETA,10,10
BAHAI HALT,10,10
NARSIPURAM,10,10
JOGIWALA,10,10
JOGAL,10,10
GORPHAR,10,10
JHUNPA,10,10
MANDALGARH,10,10
VASTRAPUR,10,10
BRAHMANPALLI,10,10
BRAHMANA GUD,10,10
BOTAD JN (MG,10,10
VARNAMA,10,10
THEH QALANDA,10,10
RAIGIR  HALT,10,10
RAHATWAS,10,10
JHOK TAHAL S,10,10
NAWEGAON,10,10
NAWAGAON,10,10
NAWABGANJ(GO,10,10
DODH,10,10
SATAR HALT,10,10
SASON,10,10
SARWARI,10,10
BANARHAT,10,10
MALSIAN SHAH,10,10
MALLIYAM,10,10
MALLAPUR,10,10
MANDASA ROAD,10,10
RAGHUNATHPAL,10,10
RAGHAVAPURAM,10,10
RADHANPUR,10,10
NAYATOLA,10,10
BHADLI,10,10
GULARBHOJ,10,10
VENKATNAGAR,10,10
SEHRAMAU,10,10
SATUNA,10,10
SEWA NAGAR,10,10
DICHPALLI,10,10
JHAUA,10,10
JHARSUGUDA R,10,10
CHAMRAJANAGA,10,10
CHAMPANER RO,10,10
JHAMAT (HALT,10,10
NER HALT,10,10
BASUGAON,10,10
JASSOWAL HAL,10,10
BORDI,10,10
BORDHAI,10,10
VELDURTI,10,10
KHALTIPUR,10,10
MALDA COURT,10,10
MALAKHERA,10,10
MALAHAR,10,10
MALA,10,10
MAKUM JN.,10,10
MAKRANDPUR,10,10
MAKARPURA,10,10
CHHIT MAKAND,10,10
CHHINWARA JN,10,10
RADHAGAON,10,10
JAMWANTHALI,10,10
JARGAON,10,10
TAJPUR DEHMA,10,10
DAGRU,10,10
TAHSIL FATEH,10,10
TADLAPUSAPAL,10,10
KHARPOKHRA,10,10
KHARAK,10,10
SEMER KHEDI,10,10
BORDOLANI,10,10
GUJHANDI,10,10
PUTALAPATTU,10,10
PUSAULI,10,10
GUMIA,10,10
GUMADA,10,10
PUNCH PIPLIA,10,10
CHANAKYAPURI,10,10
VIJAYA NAGAR,10,10
VIJAPUR,10,10
BOMMASAMUDRA,10,10
MAHTHA BAZAR,10,10
SHAMSABAD,10,10
SHAHI,10,10
NIHASTA HALT,10,10
NIGOHI,10,10
NIGAURA,10,10
JEJURI,10,10
NEW MAYNAGUR,10,10
JEYPORE (ORI,10,10
BAGHOIKUSA,10,10
NEW AMRAVATI,10,10
TIKANI,10,10
NIRA,10,10
SHAHBAZNAGAR,10,10
SHAHBAZ KULI,10,10
TAKAZHI,10,10
KHARSALIYA,10,10
MAHESRA,10,10
MAHESHA MUND,10,10
KHIJADIYA JN,10,10
MAJHAIRAN HI,10,10
NIMODA,10,10
PURANPUR,10,10
PURANDARPUR,10,10
GUNERU BAMOR,10,10
GUNDLAKAMMA,10,10
GUMTHAL,10,10
UMAR TALI,10,10
CHANDANATTOP,10,10
SHIU SAGAR R,10,10
SHIMLA,10,10
SHELGAON HAL,10,10
DHONDHA DIH,10,10
DHOLKA,10,10
DHOLBAZA,10,10
MAHARAJGANJ,10,10
MAHANANDA BR,10,10
MAHADEVA  BU,10,10
SHAHGARH,10,10
SHAHDORAGAON,10,10
ULAVAPADU,10,10
CHEPPAD,10,10
ALNIYA,10,10
CHEEKATEEGAL,10,10
NOAMUNDI,10,10
JAMADOBA PH,10,10
MAGUDANCHAVA,10,10
DALELNAGAR,10,10
ANEKAL ROAD,10,10
ANAS,10,10
DHAULIMUHAN,10,10
DHARUR,10,10
SWAMI NARAYA,10,10
DHEMAJI,10,10
JANWAL,10,10
GURLA,10,10
AURANG NAGAR,10,10
POTLAPADU,10,10
BEVINAHALU,10,10
BHURKUNDA,10,10
NORTH LAKHIM,10,10
NOAPARA MAHI,10,10
HALDIBARI,10,10
MADUKARAI,10,10
KHURAHAT,10,10
BANI,10,10
MADARIHAT,10,10
MADAR JN,10,10
KHURMABAD RO,10,10
KHURIAL,10,10
VIRAPANDY RO,10,10
VIRANI ALUR,10,10
MAHADEO KHED,10,10
HAGARI,10,10
POKLA,10,10
JALPAIGURI,10,10
PAGARA,10,10
SIDULI (FLAG,10,10
SIDDAMPALLI,10,10
SIBSAGAR TOW,10,10
DHARANGAON,10,10
AHIRAULI (HA,10,10
BODHADI BUJR,10,10
HALDIA BIHAR,10,10
PIPAR ROAD J,10,10
HANAKERE,10,10
JALESAR ROAD,10,10
BAGEWADI H,10,10
BAWAL,10,10
BAVLA,10,10
HAMIRA,10,10
KIRIHARAPUR,10,10
BMY D CABIN,10,10
MABAN,10,10
LUSA,10,10
SURAREDDIPAL,10,10
SILAWAR,10,10
SILAPATHAR,10,10
LOTHAL BHURK,10,10
LONAND,10,10
HAMILTONGANJ,10,10
PILODA,10,10
PILIGHAT,10,10
PILAMEDU,10,10
UGRASENPUR,10,10
BIGHAPUR,10,10
CHANDI MANDI,10,10
JAGDISHPUR,10,10
PADRAUNA,10,10
BEGUNKODAR,10,10
OSIYAN,10,10
ORR,10,10
OODLABARI,10,10
JAKHOD KHERA,10,10
OMALUR,10,10
LOK VIDYAPIT,10,10
LOISINGHA,10,10
SINDKHEDA,10,10
DHANDHUKA,10,10
ANANGUR,10,10
SIMEN CHAPAR,10,10
SIMBHOOLI,10,10
KIRTINAGAR H,10,10
PERGAON,10,10
HARPALU,10,10
TIRUNAGESVAR,10,10
LODI COLONY,10,10
KODI,10,10
KOCHEWAHI,10,10
SITANAGARAM,10,10
SIRPUR TOWN,10,10
LEHRA F,10,10
LATHIDAD,10,10
KOLAR,10,10
HARHAR FATEH,10,10
HANUMANAHALL,10,10
PEYANAPALLI,10,10
CHANDUR BAZA,10,10
JAGESHARGANJ,10,10
PENDEKALLU,10,10
PEMBARTI,10,10
ISLAMPUR,10,10
PALITANA,10,10
JAGGAMBHOTLA,10,10
PANDU PINDAR,10,10
KOKA,10,10
KOHAR SINGH,10,10
LAPANGA,10,10
LANDAURA,10,10
KONCH,10,10
KOMATIPALLI,10,10
JAGAN NATHAP,10,10
JAGADISPUR,10,10
JAGADALPUR,10,10
PERUGAMANI,10,10
ISRANA HALT,10,10
CHAPPI,10,10
DANDKHORA,10,10
DANDHERA,10,10
SUJATAPURAM,10,10
SUJANPUR,10,10
SIVAKASI,10,10
SITHALAVAI H,10,10
DEVARKADRE,10,10
BISWAN,10,10
BISSAM  CUTT,10,10
VIRARAKKIYAM,10,10
VIRAPUR,10,10
KOLANUKONDA,10,10
CHAVAJ (BLOC,10,10
PEOKOL  HALT,10,10
PEDDA AVUTAP,10,10
INDALVAI,10,10
KORADACHERI,10,10
DESUR,10,10
SULEBHAVI,10,10
SULDHAL,10,10
SULAH HIMACH,10,10
KONDAGUNTA,10,10
LAKODARA,10,10
IRUGUR,10,10
IQBALPUR,10,10
INTEKANNE,10,10
PANCHGRAM,10,10
PAMBAN,10,10
PAMBAKOVIL S,10,10
PALLIPPURAM,10,10
LAKKITI,10,10
BANTHRA,10,10
KOREGAON,10,10
SONA ARJUNPU,10,10
SOMIDEVI PAL,10,10
DEO ROAD,10,10
SOLARI,10,10
BANTANAHAL,10,10
LALAPET,10,10
BELANDUR ROA,10,10
BEHTAGOKAL,10,10
HASANPARTI R,10,10
HARSAULI,10,10
HARRI,10,10
PEHOWA ROAD,10,10
PEDDAMPET,10,10
PANRUTI,10,10
PANPANA PH,10,10
HATHRAS ROAD,10,10
TIRUVIDAIMAR,10,10
TIRUTTANGAL,10,10
ALIYAVADA,10,10
CHAUKI MAN,10,10
AKKIHEBBALU,10,10
CHARAUD,10,10
PARAKANHATTI,10,10
LAKHANWARA,10,10
LAJPAT NAGAR,10,10
BHILAVDI,10,10
DAUSNI,10,10
BHIWANI CITY,10,10
DELHI INDRAP,10,10
PARASIA,10,10
HOLALKERE,10,10
HUMMA,10,10
HULKOTI,10,10
KOTHGANGAD,10,10
DAPPER,10,10
SUCHAN KOTLI,10,10
KURRAIYA,10,10
KRISHNA MAKO,10,10
KRISHNA BALL,10,10
HEELALIGE,10,10
PATILADAHA,10,10
HILSA BLOCK,10,10
PARADGAON HA,10,10
BADAMPUDI,10,10
PASUR,10,10
DAROJI,10,10
WATHAR,10,10
KUNURI,10,10
KUNERU,10,10
KUNDARA EAST,10,10
KULIKARAI,10,10
YAMUNA BRIDG,10,10
KUDNI,10,10
KUMARGANJ,10,10
BILWAI,10,10
KRISHAN JANM,10,10
PARLI,10,10
PARBATI,10,10
TRIKARPUR,10,10
CHARTRAPUR C,10,10
CHARGOLA,10,10
MUFTIGANJ,10,10
ARNEJ,10,10
ARJUNI,10,10
SABDALPUR JN,10,10
GANDHIGRAM,10,10
BHANGA,10,10
TARSAI,10,10
MONDH,10,10
YELIYUR,10,10
YELGUR,10,10
WANDER JATAN,10,10
WANABAR HALT,10,10
HINOTIA-PIPA,10,10
ZAMPANI HALT,10,10
ACHALDA,10,10
SRIVILLIPUTT,10,10
CHAMUA F,9,9
RAVIKAMPADU,9,9
GHORPURI,9,9
CHAUKHANDI,9,9
PICHCHANDAR,9,9
VAVADI KHURD,9,9
AJIT,9,9
BELKHEDA,9,9
BOHANI,9,9
VELANKANNI,9,9
MAHIPAL  HAL,9,9
TISUA,9,9
SAJUMA,9,9
KUMARANALLUR,9,9
VELLALCHERUV,9,9
AHIMANPUR,9,9
PARTABPURA,9,9
GUMTALI,9,9
UTARLAI,9,9
GUNJI,9,9
PENNADAM,9,9
BIRAHALLI,9,9
BOWAICHANDI,9,9
KHUSHAL NAGA,9,9
PATEL HALT,9,9
GAUR,9,9
MADHA,9,9
ATRAURA (HAL,9,9
PANJIPARA,9,9
GURLI RAMGAR,9,9
ROHIRA GHALL,9,9
GURRA,9,9
GURTHURI,9,9
ARAUL MAKANP,9,9
BARAL,9,9
PINDARSI HAL,9,9
FATEHABAD JN,9,9
RASUIYA,9,9
BHADAN,9,9
VALADI,9,9
SAMARALA HAL,9,9
GAJSINGHPUR,9,9
BERUGRAM,9,9
UNKAL,9,9
TIRUMATHIKKU,9,9
IKKAR HALT,9,9
BIKRAMPUR,9,9
QUTABPUR,9,9
GULABGANJ,9,9
BILDI,9,9
GOPINATHPUR,9,9
HARPUR BOCHA,9,9
CHAREWAN HAL,9,9
RAMNAGAR (BE,9,9
GURAMKHEDI,9,9
MAHESHRI SAN,9,9
KOYILVENNI H,9,9
KISTAMASETTI,9,9
KUSMHI,9,9
MADHI,9,9
DUSI,9,9
ROUTHPURAM H,9,9
BILLI,9,9
KHUMBARAJ,9,9
UTTAMARKOVIL,9,9
GRAM MASAGRA,9,9
GRAMDADPUR,9,9
RAINAGAR PH,9,9
ULLAL,9,9
RAJA TALAB,9,9
GUDUPALLI,9,9
BETUR PH,9,9
FAKHRABAD HA,9,9
SAIDABAD,9,9
FAQARSAR,9,9
INDAS PH,9,9
PATTI RAJPUR,9,9
BARDOLI,9,9
TUTIMELUR,9,9
PATHRI,9,9
HARDATTPUR F,9,9
GUIR SARANG,9,9
TUWA,9,9
PATRASAYER P,9,9
PIRTHALA LAL,9,9
MALHARGARH,9,9
RAI SINGH NA,9,9
GEONG  HALT,9,9
MANANWALA,9,9
KENDUAPADA,9,9
TIMBA ROAD J,9,9
KESRI SINGHP,9,9
DUNDARA,9,9
JAGATBELA,9,9
PALLIKERI HA,9,9
BADHAI BALAM,9,9
DUDIA,9,9
MANGALMAUDI,9,9
MANGULI CHOW,9,9
ALMAW (HALT),9,9
DULAKHAPATNA,9,9
SARAI JAGDIS,9,9
TIK,9,9
SARANGPUR,9,9
THASRA,9,9
KAZIPARA HAL,9,9
PACHPERWA,9,9
JAITSAR,9,9
PABNAWAJAS M,9,9
TETTU,9,9
KATKA,9,9
CHILKAHAR,9,9
JALPUR  HALT,9,9
BAUDPUR,9,9
SATLANA,9,9
SAVAR KUNDLA,9,9
BARNAGAR,9,9
MATHNANHIPUR,9,9
JANGIGANJ,9,9
SEHARA BAZAR,9,9
SETTIHALLI,9,9
SEVALIYA,9,9
BHAUPUR,9,9
JERUWAKHERA,9,9
NIGATPUR F,9,9
DADHDEVI,9,9
DHULKOT,9,9
SHANKRUL PH,9,9
DHODHAR,9,9
JETHA HALT,9,9
JHABELWALI,9,9
DHILWAN,9,9
DHARMINIYA,9,9
BATALA SUGAR,9,9
DALAUDA,9,9
DHASA,9,9
ANGADI,9,9
SHRI KARANPU,9,9
SHRI MADHOPU,9,9
MIRCHADHORHI,9,9
NAVALUR,9,9
KARAKBEL,9,9
MIYON KA BAR,9,9
NAVADE ROAD,9,9
SHYAMSUNDAR,9,9
DALIGANJ JN,9,9
KAPALI ROAD,9,9
KAPSETHI,9,9
SIDHWAN,9,9
BHERAGHAT,9,9
BAHAWAL BASI,9,9
BAHERWA (HAL,9,9
KANWALPURA,9,9
SUNEHTI KHAR,9,9
SURA NUSSI,9,9
NARIAOLI,9,9
MORWANI,9,9
DHANGARIA PH,9,9
DHANSIMLA PH,9,9
BAHMAN DIWAN,9,9
MOTIHARI COU,9,9
KACHHWA ROAD,9,9
SINDRI B.H,9,9
DARAGANJ,9,9
DASNA,9,9
KAIKORAM,9,9
KAIYAR PH,9,9
BHITI,9,9
SONTALAI,9,9
DENDULURU,9,9
KALISEN PH,9,9
NAGANAHALLI,9,9
BHAGSAR,9,9
KUMRUI PH,9,9
BIRBANS,9,9
DEVALGANAUCH,9,9
AMMAPET,9,9
LAKHMAPUR,8,8
KOSGI,8,8
KOSIARA,8,8
KOTAKADRA HA,8,8
KOTLA GUJRAN,8,8
GHOSI,8,8
ATELI,8,8
ATRAULI ROAD,8,8
ATTABIRA,8,8
GUDIMETTA HA,8,8
GHUSIA HALT,8,8
LAKHNA,8,8
BANSI PAHARP,8,8
BARAIGRAM JN,8,8
BARAMATI,8,8
RANTHAMBHOR,8,8
RAGAUL,8,8
RAGHUNATHGAR,8,8
GHORGHAT HAL,8,8
RATANGARH KA,8,8
RATAR CHHATT,8,8
RATI-KA-NAGL,8,8
GHATPINDRAI,8,8
GHATPURI,8,8
GULAOTHI,8,8
GUNTAKODURU,8,8
GUNUPUR,8,8
PUNIYAVANT,8,8
LAKHTAR,8,8
LAKSHMIGANJ,8,8
LAKSHMIPUR B,8,8
KOPAGANJ HAL,8,8
VEPAGUNTA,8,8
VERAVAL MG,8,8
VERNA,8,8
BOKARO THERM,8,8
VELLANUR,8,8
VELLARAKKAD,8,8
VELLAYIL HAL,8,8
VELLORE TOWN,8,8
BORHAT,8,8
LALAURI KHER,8,8
LALPUR,8,8
LALPUR UMRIL,8,8
KOLARAS,8,8
KOLLIDAM,8,8
BANWALI,8,8
PURNEA COURT,8,8
GULLIPADU,8,8
GULMA,8,8
BHALOJALA  H,8,8
RAVANASAMUDR,8,8
ARUR H.,8,8
BRAMHPURI,8,8
VAYALAR,8,8
VAZEER PUR,8,8
VELI H.,8,8
LALRU,8,8
VELIPPALAIYA,8,8
ASARANADA,8,8
GUNDARDEHI,8,8
RAYA,8,8
LATABOR,8,8
LATHI,8,8
LEDO,8,8
GHATAMPUR,8,8
AULENDA,8,8
GURPA,8,8
PRANPUR ROAD,8,8
PRASADPUR (H,8,8
PRASANNAYANA,8,8
PRATAP NAGAR,8,8
PRITAMNAGAR,8,8
PUDI,8,8
GHATNANDUR,8,8
REGUPALEM,8,8
RENTIYA,8,8
GAURIPUR,8,8
LEHRA MUHABB,8,8
LIDHORA,8,8
LILABARI,8,8
KIZHA AMBUR,8,8
KIZHA PULIYU,8,8
KIZHVELUR,8,8
